,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,BLK,BLK%,BPM,DBPM,DRB,DRB%,DRtg,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS_x,G_x,Ht,Lg_x,MP.1_x,MP_x,OBPM,ORB,ORB%,ORtg,OWS,PER,PF,PTS,Player,STL,STL%,Season_x,TOV,TOV%,TRB,TRB%,TS%_x,Tm_x,USG%,VORP,WS,WS/48,cfga,cfgm,dfga,dfgm,dist,eFG%,ftast,pass,player_year,rimd,sast,spd,tchs
326,1.6,0.537,2.9,2.2,0.391,5.6,0.655,1.9,7.7,31,0.5,1.2,-0.6,-0.8,4.6,14.5,113,0.8,3.8,0.442,8.6,1.5,0.744,2,0.234,9,65,6-8,NBA,1477,22.7,0.2,1.2,4,113,1.5,11.1,2.7,11.2,Anthony Tolliver,0.8,1.1,2016-17,1.4,12.6,5.8,9.3,0.595,SAC,13.6,0.5,2.3,0.075,1.19230769231,0.576923076923,2.34615384615,1.38461538462,1.28538461538,0.57,0.0641025641026,20.7692307692,Anthony Tolliver/2016-17,1.96363636364,0.346153846154,3.44641025641,26.9102564103
176,2,0.523,3.9,1.3,0.346,3.8,0.496,2.1,8.1,29,0.5,1.1,-2.1,0.3,6.2,19.1,109,1.3,3.3,0.435,7.7,0.8,0.703,1.1,0.141,6,78,6-10,NBA,1232,15.8,-2.4,1.8,5.5,109,0.8,9.3,3.6,8.7,Jonas Jerebko,0.8,1,2016-17,1.1,12.3,8,12.3,0.537,BOS,11.4,0,2.1,0.081,1.19587628866,0.556701030928,2.01030927835,1.12371134021,0.985670103093,0.521,0.113402061856,21.206185567,Jonas Jerebko/2016-17,1.51388888889,0.309278350515,3.94525773196,25.3195876289
165,2.2,0.533,4.1,1.4,0.333,4.1,0.502,2.6,9,21,0.5,1.1,-1.7,-0.1,2.6,7.6,108,1.2,3.6,0.433,8.2,1,0.784,1.2,0.151,20,71,6-7,NBA,1074,15.1,-1.6,0.7,2.4,107,0.6,8.6,2.1,9.5,Patrick McCaw,1.1,1.4,2016-17,1.2,12.1,3.4,5.2,0.54,GSW,11.9,0.1,1.7,0.077,1.1978021978,0.516483516484,0.956043956044,0.615384615385,0.97,0.516,0.0549450549451,13.2857142857,Patrick McCaw/2016-17,1.14285714286,0.43956043956,3.94802197802,17.6263736264
31,3.5,0.531,6.6,1.3,0.309,4.3,0.398,1.3,5.1,25,0.3,0.7,-4.2,-1.8,5,15.1,111,0.6,4.8,0.443,10.9,2.6,0.652,4,0.365,11,50,6-8,NBA,804,16.1,-2.4,0.9,2.6,106,0.4,10.6,2.7,13.6,Derrick Williams,0.6,0.9,2016-17,1.3,9,5.8,8.9,0.537,TOT,17.2,-0.4,1.1,0.064,1.20202020202,0.555555555556,0.808080808081,0.505050505051,0.625656565657,0.504,0.030303030303,9.91919191919,Derrick Williams/2016-17,1.28205128205,0.10101010101,2.50373737374,13.6868686869
3,5.3,0.497,10.8,0,0,0.1,0.006,2.9,12.2,27,1.4,3.3,-2.5,0.8,5.6,17,109,0.6,5.3,0.494,10.8,1.5,0.564,2.7,0.247,5,51,7-0,NBA,525,10.3,-3.2,2.9,9.2,109,0.5,13,4.2,12.2,Tyler Zeller,0.5,0.7,2016-17,1.4,10.2,8.5,13.2,0.508,BOS,16.5,-0.1,1,0.094,1.21590909091,0.636363636364,1.47727272727,0.772727272727,0.4725,0.494,0.0340909090909,7.86363636364,Tyler Zeller/2016-17,1.38775510204,0.102272727273,2.84840909091,10.7954545455
185,1.6,0.4,3.9,1.5,0.364,4.2,0.518,4.6,19.9,23,0.1,0.3,-2.6,-0.6,3.4,11.2,108,0.8,3.1,0.382,8.1,1.6,0.786,2,0.246,10,51,6-1,NBA,1012,19.8,-2,0.6,2.1,95,-0.3,9.3,2.7,9.3,Shabazz Napier,1.4,2.1,2014-15,2.9,24.3,4,6.7,0.517,MIA,15.5,-0.2,0.5,0.024,1.21739130435,0.420289855072,0.68115942029,0.463768115942,1.01652173913,0.476,0.159420289855,26.8695652174,Shabazz Napier/2014-15,1.06666666667,0.420289855072,3.05536231884,33.2608695652
66,3.5,0.649,5.3,0,0.333,0.1,0.022,0.6,2.4,30,2.4,6.1,0.2,3.8,8.4,28.4,102,1.7,3.5,0.642,5.4,1.4,0.59,2.4,0.445,11,73,7-1,NBA,905,12.4,-3.6,3.9,11.9,121,1.3,14.8,6,8.5,Salah Mejri,1.3,1.8,2016-17,1.6,19.6,12.3,19.8,0.65,DAL,10.6,0.5,3,0.159,1.23456790123,0.740740740741,3.59259259259,1.87654320988,0.762839506173,0.646,0.0493827160494,11.7283950617,Salah Mejri/2016-17,2.30303030303,0.20987654321,3.71074074074,14.6172839506
138,1.8,0.545,3.4,2.7,0.387,7,0.677,2.1,8.7,32,0.8,1.9,0.5,0,6,18.6,106,1.3,4.6,0.438,10.4,0.9,0.857,1,0.101,32,70,6-11,NBA,1200,17.1,0.5,1,3.2,113,1.6,12.9,3.8,12.7,Channing Frye,0.9,1.2,2015-16,1.3,10.6,7,10.9,0.586,TOT,15.1,0.7,3,0.119,1.25490196078,0.627450980392,2.42156862745,1.22549019608,0.926274509804,0.569,0.0686274509804,19.3333333333,Channing Frye/2015-16,1.5243902439,0.205882352941,3.37696078431,24.6470588235
158,2.1,0.564,3.7,1.6,0.384,4.2,0.532,2.8,11.4,27,0.7,1.6,0.3,-0.2,5.4,17.2,110,0.6,3.7,0.468,7.9,1.3,0.727,1.8,0.234,0,60,6-10,NBA,1075,17.9,0.5,1.6,5.4,114,1.4,11.2,5.2,10.3,Nemanja Bjelica,0.9,1.2,2015-16,1.6,15.3,7,11.4,0.594,MIN,12.8,0.6,1.9,0.087,1.26923076923,0.717948717949,2.51282051282,1.48717948718,0.959102564103,0.57,0.0641025641026,23.7051282051,Nemanja Bjelica/2015-16,2.18867924528,0.346153846154,3.20743589744,28.1923076923
67,2.4,0.495,4.7,2,0.407,4.8,0.504,1.2,4.7,21,0.5,1.1,-1.3,-1.2,6.2,18.7,112,0.6,4.3,0.451,9.6,2.4,0.75,3.2,0.339,9,62,6-9,NBA,842,13.6,-0.1,1.8,5.7,117,1.2,13.3,2.7,13,Juan Hernangomez,1.2,1.7,2016-17,1.3,10.7,8,12.3,0.592,DEN,14.6,0.1,1.8,0.103,1.27160493827,0.555555555556,1.30864197531,0.765432098765,0.763086419753,0.554,0.0246913580247,9.59259259259,Juan Hernangomez/2016-17,1.67567567568,0.123456790123,3.30827160494,13.5308641975
184,1.9,0.467,4,2.1,0.36,5.9,0.593,1.5,6.5,28,0.7,1.6,-1,-0.8,4.3,14,108,0.8,4,0.403,9.9,1.2,0.875,1.3,0.133,22,63,6-9,NBA,1087,17.3,-0.2,1.2,3.9,109,1.1,10.5,4.5,11.3,Shawne Williams,0.8,1.2,2014-15,1,8.6,5.5,9,0.537,TOT,14.9,0.3,1.9,0.084,1.28,0.52,2.56,1.28,1.01613333333,0.51,0.0666666666667,18.92,Shawne Williams/2014-15,1.95918367347,0.16,3.62826666667,24.0666666667
130,1.7,0.465,3.7,2.3,0.396,5.7,0.609,2.1,8.6,36,0.3,0.7,-2.2,-1.2,4.2,12.4,111,0.7,4,0.423,9.4,1.5,0.8,1.9,0.205,2,53,6-9,NBA,841,15.9,-1,0.8,2.4,112,0.8,10.1,2.9,11.8,Mike Dunleavy,0.6,0.9,2016-17,1.2,10.5,4.9,7.5,0.573,TOT,14,0,1.5,0.086,1.28169014085,0.478873239437,1.16901408451,0.56338028169,0.915915492958,0.543,0.0281690140845,11.2112676056,Mike Dunleavy/2016-17,1,0.267605633803,3.61774647887,15.7887323944
14,4.4,0.459,9.5,1.6,0.443,3.6,0.275,5.1,20.7,24,0.3,0.6,-5.7,-3.4,2,6.4,114,0.3,5.9,0.455,13.1,1.1,0.759,1.5,0.114,0,57,6-1,NBA,703,12.3,-2.3,0.4,1.1,103,0.3,10.8,2.8,14.6,Trey Burke,0.6,0.8,2016-17,2.5,15.2,2.4,3.8,0.532,WAS,19.6,-0.7,0.5,0.036,1.29787234043,0.5,0.521276595745,0.297872340426,0.555106382979,0.516,0.0851063829787,12.1063829787,Trey Burke/2016-17,0.965517241379,0.234042553191,2.80574468085,16.2127659574
110,1.9,0.455,4.3,1.8,0.301,6,0.584,1.7,6.9,32,0.5,1.1,-2.7,-1.4,4.5,14,106,1,3.7,0.365,10.3,3.1,0.715,4.3,0.416,3,63,6-11,NBA,1037,16.5,-1.3,2,6.6,102,0.5,9.5,4.6,12.4,Pero Antic,0.6,0.9,2014-15,1.7,12.3,6.6,10.4,0.508,ATL,17.6,-0.2,1.5,0.07,1.30107526882,0.516129032258,2.88172043011,1.45161290323,0.881397849462,0.453,0.0537634408602,15.0430107527,Pero Antic/2014-15,1.82432432432,0.118279569892,3.36021505376,20.2365591398
28,3.4,0.556,6.1,0,0,0,0.007,1.1,4.4,31,1.1,2.3,-1.4,2.1,7.4,22.7,100,1.5,3.4,0.552,6.1,1,0.289,3.5,0.572,17,69,6-8,NBA,854,12.4,-3.5,4.3,13.3,103,0.4,11.1,6.6,7.8,Joey Dorsey,1.7,2.3,2014-15,1.7,18.4,11.8,18,0.507,HOU,11.3,0.1,1.9,0.108,1.30303030303,0.747474747475,2.50505050505,1.36363636364,0.598787878788,0.552,0.0505050505051,9.19191919192,Joey Dorsey/2014-15,2.28813559322,0.121212121212,3.01919191919,11.696969697
85,2.9,0.515,5.6,1,0.324,3.1,0.356,2.4,9.6,24,0.5,1,0,1.3,5.3,15.9,103,1.3,3.9,0.447,8.6,1.5,0.857,1.7,0.202,3,59,6-7,NBA,866,14.7,-1.3,1.6,4.9,110,0.8,12.2,2.8,10.2,Solomon Hill,1.5,2.1,2015-16,1.4,12.7,6.9,10.5,0.543,IND,13.2,0.4,2.1,0.117,1.33333333333,0.6,1.06666666667,0.544444444444,0.799777777778,0.505,0.144444444444,13.3666666667,Solomon Hill/2015-16,1.19512195122,0.2,2.88577777778,17.3555555556
17,4,0.49,8.2,0.7,0.371,1.9,0.188,1.4,5.8,27,0.4,0.8,-1,0.3,3.1,9.5,107,0.6,4.7,0.468,10.1,2.9,0.701,4.2,0.414,2,54,6-6,NBA,662,12.3,-1.3,2,5.9,106,0.6,13,3.2,13.1,Alonzo Gee,1.9,2.7,2014-15,1.8,13,5.1,7.7,0.548,TOT,16.7,0.2,1.2,0.086,1.3488372093,0.627906976744,0.418604651163,0.209302325581,0.562441860465,0.503,0.046511627907,5.56976744186,Alonzo Gee/2014-15,0.857142857143,0.0813953488372,2.81220930233,8.63953488372
5,3.9,0.457,8.4,1.7,0.386,4.3,0.337,5.3,21.7,22,0.1,0.3,-4.7,-2.7,2.2,6.8,114,0.3,5.5,0.433,12.7,1.3,0.84,1.5,0.12,2,53,6-3,NBA,588,11.1,-2.1,0.6,1.8,102,0.1,11,3.6,14,Tyler Ennis,1.6,2.1,2016-17,2.8,17,2.8,4.3,0.521,TOT,19.1,-0.4,0.4,0.033,1.35,0.6,0.3375,0.2125,0.510375,0.498,0.0375,11.95,Tyler Ennis/2016-17,0.739130434783,0.2625,2.8265,15.55
215,3,0.589,5.1,0.9,0.339,2.5,0.333,2.2,8.8,31,0.8,1.7,1.1,2.8,5.8,17.1,100,3.2,3.8,0.505,7.6,1.3,0.626,2,0.266,11,75,6-7,NBA,1758,23.4,-1.7,1.1,3.3,108,1.3,12.4,2.2,9.8,Thabo Sefolosha,1.7,2.4,2015-16,1.4,14.1,6.8,10.4,0.578,ATL,12.3,1.4,4.5,0.122,1.35658914729,0.736434108527,1.31782945736,0.705426356589,1.07201550388,0.562,0.0852713178295,19.0697674419,Thabo Sefolosha/2015-16,1.31884057971,0.325581395349,2.78480620155,24.1162790698
133,2.3,0.448,5.1,1.1,0.305,3.7,0.423,4.1,16.1,32,0.1,0.2,-3.6,-1.1,2.6,8.1,112,0.6,3.4,0.387,8.8,2,0.864,2.3,0.266,9,62,6-2,NBA,1012,16.3,-2.5,0.6,1.7,103,0.2,9.3,3,10,CJ Watson,1.5,2.1,2016-17,1.7,14.5,3.2,4.8,0.507,ORL,14.1,-0.4,0.9,0.041,1.35897435897,0.435897435897,0.576923076923,0.397435897436,0.918205128205,0.452,0.153846153846,15.9743589744,CJ Watson/2016-17,1,0.307692307692,3.34153846154,20.6923076923
381,2.6,0.537,4.8,1.6,0.385,4,0.454,2.7,11.5,29,0.2,0.5,0.6,0.5,3.7,11.6,104,2.1,4.2,0.468,8.9,1,0.716,1.4,0.158,22,72,6-7,NBA,1717,23.8,0.1,0.9,3,112,2,12.3,2.4,10.9,Jared Dudley,1.5,2.1,2014-15,1.3,12.1,4.6,7.3,0.572,MIL,13.5,1.1,4.1,0.116,1.36363636364,0.681818181818,3.29545454545,1.65909090909,1.39011363636,0.556,0.113636363636,27.4431818182,Jared Dudley/2014-15,2.05633802817,0.545454545455,3.57977272727,34.5113636364
638,2.3,0.534,4.3,1.7,0.42,4.1,0.489,2.9,11.4,30,0.3,0.7,1,0.6,4,12.6,107,2,4,0.478,8.4,1.2,0.735,1.7,0.201,41,81,6-7,NBA,2098,25.9,0.3,0.9,2.8,114,2.6,11.7,3.3,10.9,Jared Dudley,1.3,1.7,2015-16,1.4,13.1,4.9,7.6,0.602,WAS,12.7,1.6,4.6,0.105,1.36585365854,0.682926829268,4.24390243902,2.31707317073,1.83256097561,0.581,0.292682926829,37.512195122,Jared Dudley/2015-16,2.60273972603,0.512195121951,4.25853658537,45.9512195122
62,3.6,0.409,8.7,0,1,0,0.005,1.3,5.4,22,0.3,0.8,-6,-1.7,4.7,14.7,111,0.4,3.6,0.411,8.8,1.1,0.675,1.7,0.191,4,66,6-9,NBA,857,13,-4.3,2.7,8.7,96,-0.2,7.4,4.2,8.4,Johnny O'Bryant,0.8,1.1,2015-16,1.3,12,7.4,11.7,0.441,MIL,13.5,-0.9,0.3,0.014,1.36585365854,0.536585365854,1.51219512195,0.792682926829,0.75012195122,0.414,0.0609756097561,12.4390243902,Johnny O'Bryant/2015-16,1.44444444444,0.0731707317073,3.42024390244,15.9146341463
162,1.4,0.426,3.2,3.2,0.381,8.4,0.724,1.4,5.5,23,0.3,0.6,-2.5,-2.2,2.3,7.1,110,0.9,4.6,0.393,11.6,1.5,0.898,1.7,0.144,6,68,6-6,NBA,1055,15.5,-0.3,0.6,1.9,113,1.2,10.1,3.9,13.9,Alex Abrines,1.3,1.7,2016-17,1.1,8.3,2.9,4.5,0.56,OKC,15.9,-0.1,2.1,0.095,1.37804878049,0.512195121951,1.13414634146,0.658536585366,0.96256097561,0.531,0.0487804878049,10.743902439,Alex Abrines/2016-17,1.05882352941,0.146341463415,3.75207317073,16.0365853659
75,2.4,0.423,5.7,1.7,0.343,4.9,0.461,2.6,10.7,26,0.9,1.8,-2.5,0.3,3.6,10.5,105,0.9,4.1,0.386,10.6,1.3,0.73,1.7,0.162,5,53,6-6,NBA,773,14.6,-2.7,0.6,1.7,94,-0.3,9.4,2.8,11.1,Justin Holiday,1.5,2.1,2015-16,1.8,13.8,4.2,6.2,0.489,TOT,16.2,-0.1,0.6,0.04,1.38028169014,0.408450704225,1.22535211268,0.549295774648,0.77985915493,0.465,0.140845070423,8.29577464789,Justin Holiday/2015-16,1.18181818182,0.211267605634,3.13633802817,12.7183098592
41,2.2,0.442,5,3.1,0.387,7.9,0.613,0.9,3.7,30,0.2,0.4,-2.7,-3.2,2,5.8,110,0.5,5.3,0.408,12.9,1.1,0.744,1.5,0.117,6,68,6-5,NBA,926,13.6,0.5,0.4,1.2,114,1.4,10.7,2.5,14.8,Anthony Morrow,0.9,1.2,2015-16,0.7,4.6,2.4,3.6,0.543,OKC,16.9,-0.2,1.9,0.097,1.38775510204,0.551020408163,0.673469387755,0.357142857143,0.69612244898,0.527,0.030612244898,4.84693877551,Anthony Morrow/2015-16,0.813953488372,0.0408163265306,3.29285714286,9
54,2.3,0.395,5.7,1.1,0.204,5.2,0.475,1.5,5.9,20,0.4,0.8,-4.3,-0.1,2.2,6.7,109,0.5,3.3,0.304,10.9,1.8,0.745,2.4,0.217,6,55,6-4,NBA,719,13.1,-4.2,1.1,3,81,-1.2,4.9,3.6,9.4,Gary Harris,2,2.7,2014-15,1.9,13.8,3.2,4.8,0.395,DEN,16.6,-0.4,-0.7,-0.046,1.38888888889,0.402777777778,0.902777777778,0.527777777778,0.726388888889,0.353,0.0694444444444,5.73611111111,Gary Harris/2014-15,1.11764705882,0.138888888889,3.23833333333,9.95833333333
68,3.3,0.467,7.1,1.7,0.315,5.5,0.435,6.7,28.6,24,0.1,0.2,-3.1,-2.2,3.1,9.5,106,0.8,5.1,0.401,12.6,1.1,0.806,1.3,0.106,0,55,6-3,NBA,833,15.1,-0.9,0.3,1.1,102,0.5,13.2,1.4,12.9,Shelvin Mack,1.3,1.8,2014-15,2.1,13.8,3.4,5.4,0.489,ATL,19.5,-0.2,1.3,0.075,1.38888888889,0.544444444444,0.5,0.3,0.770333333333,0.469,0.155555555556,18.0111111111,Shelvin Mack/2014-15,0.870967741935,0.4,3.19133333333,23.3888888889
154,2.4,0.461,5.2,1.1,0.326,3.3,0.385,1.6,7.2,24,0.6,1.4,-1.5,-0.6,4.3,14,108,0.8,3.5,0.409,8.5,2.7,0.84,3.2,0.381,3,62,6-7,NBA,1051,17,-0.9,1.7,6,110,1.2,11.5,3,10.7,James Ennis,0.9,1.3,2014-15,1.3,11.9,6,10.1,0.541,MIA,14.6,0.1,1.9,0.088,1.40740740741,0.604938271605,1.20987654321,0.641975308642,0.949135802469,0.472,0.0987654320988,9.81481481481,James Ennis/2014-15,1.26829268293,0.0864197530864,3.34641975309,14.3209876543
355,1.4,0.458,2.9,2.1,0.372,5.7,0.659,1.7,6.6,27,0.5,1.2,0.9,0.4,5.2,16.2,109,1.6,3.5,0.401,8.6,1,0.717,1.4,0.156,8,65,6-9,NBA,1599,24.6,0.5,1.4,4.4,115,1.7,10.8,2.7,10,Patrick Patterson,0.9,1.3,2016-17,0.9,8.5,6.6,10.3,0.542,TOR,12.5,1.2,3.3,0.1,1.41379310345,0.574712643678,2.27586206897,1.04597701149,1.34896551724,0.523,0.0689655172414,24.091954023,Patrick Patterson/2016-17,1.421875,0.413793103448,3.46551724138,30.0114942529
91,2.1,0.403,5.3,2.1,0.364,5.7,0.516,3.3,14.3,31,0.2,0.4,-1.5,-0.7,4.9,14.6,107,0.8,4.2,0.383,11,1.3,0.821,1.5,0.141,25,61,6-7,NBA,908,14.9,-0.8,1,3.2,101,0.3,11.1,3.3,11.7,Sasha Vujacic,1.3,1.9,2015-16,1.7,13,5.9,9,0.503,NYK,16.8,0.1,1.1,0.06,1.41463414634,0.5,0.878048780488,0.524390243902,0.815243902439,0.477,0.0975609756098,16.6097560976,Sasha Vujacic/2015-16,1.22857142857,0.40243902439,3.29585365854,21.4512195122
99,2.5,0.45,5.5,1,0.267,3.6,0.396,4.5,17.3,23,0.3,0.8,-4.4,-0.9,3.6,10.8,113,0.5,3.4,0.378,9.1,1.2,0.651,1.8,0.198,13,52,6-4,NBA,857,16.5,-3.5,0.5,1.5,92,-0.6,7.5,3.1,9,Ron Baker,1.4,2,2016-17,2.4,19.2,4.1,6.2,0.456,NYK,14.8,-0.5,-0.1,-0.008,1.42857142857,0.545454545455,1.02597402597,0.493506493506,0.832727272727,0.431,0.0909090909091,18.2207792208,Ron Baker/2016-17,1.11764705882,0.272727272727,3.04077922078,22.7662337662
213,2.3,0.485,4.7,0.4,0.325,1.1,0.193,0.8,3.3,29,0.5,1.2,-1.6,1.5,3.1,9.4,106,1.3,2.7,0.454,5.8,0.8,0.526,1.6,0.275,61,75,6-8,NBA,1274,17,-3,1.7,5.2,101,0.2,7.3,2.8,6.5,Luc Mbah a Moute,1.2,1.7,2015-16,1,12.8,4.8,7.3,0.498,LAC,9.4,0.1,1.6,0.059,1.43820224719,0.696629213483,1.49438202247,0.741573033708,1.07112359551,0.486,0.0786516853933,9.68539325843,Luc Mbah a Moute/2015-16,1.08196721311,0.168539325843,3.75134831461,13.0786516854
29,4.9,0.556,8.9,1.1,0.309,3.7,0.292,3.7,16.5,28,1.4,3.3,-0.5,0.8,6.9,21.5,107,1,6.1,0.484,12.5,2,0.846,2.3,0.188,1,54,7-1,NBA,797,14.8,-1.2,1.7,5.3,108,0.7,15.6,3.5,15.2,Spencer Hawes,0.7,0.9,2016-17,2.2,14,8.6,13.4,0.562,TOT,19.8,0.3,1.7,0.102,1.44186046512,0.755813953488,1.86046511628,0.906976744186,0.609534883721,0.529,0.151162790698,11.5581395349,Spencer Hawes/2016-17,1.77272727273,0.209302325581,2.59779069767,15.8255813953
43,2,0.445,4.5,2.2,0.31,7.1,0.61,2.1,8.5,38,0.5,1.1,-2.8,-0.3,5.1,15.2,105,1.4,4.2,0.363,11.6,1.6,0.818,1.9,0.166,38,68,6-7,NBA,1231,18.1,-2.5,0.4,1.1,93,-0.6,8.2,3.8,12.2,Paul Pierce,1,1.3,2015-16,1.7,12,5.4,8.2,0.489,LAC,17.8,-0.3,0.9,0.033,1.45217391304,0.521739130435,1.40869565217,0.695652173913,0.698608695652,0.457,0.0608695652174,11.9130434783,Paul Pierce/2015-16,1.33333333333,0.147826086957,2.37904347826,16.9739130435
146,7.3,0.493,14.8,0.1,0.25,0.5,0.032,1.9,8.6,29,2,4.6,-2.5,0.6,5.1,15.8,105,1.4,7.4,0.485,15.3,1.6,0.806,2,0.133,2,76,7-0,NBA,1181,15.5,-3.1,1.6,4.9,100,0.4,14.6,5,16.6,Jason Smith,1,1.4,2015-16,1.7,9.7,6.7,10.3,0.513,ORL,22.1,-0.1,1.8,0.072,1.45977011494,0.620689655172,3.54022988506,1.86206896552,0.931724137931,0.489,0.0919540229885,17.6551724138,Jason Smith/2015-16,2.28169014085,0.137931034483,3.66827586207,24.4482758621
32,5.8,0.498,11.7,0.2,0.227,1,0.081,3.4,15.9,25,2.3,4.9,0.7,2.5,8.2,24.5,102,1.2,6.1,0.476,12.8,2.2,0.767,2.8,0.221,1,65,6-10,NBA,764,11.8,-1.8,3.6,11,102,0.5,17.5,5,14.6,Kyle O'Quinn,0.9,1.3,2015-16,2.9,17,11.8,17.9,0.52,NYK,21.2,0.5,1.6,0.103,1.475,0.675,2.975,1.425,0.630375,0.485,0.1,17.2625,Kyle O'Quinn/2015-16,2.07272727273,0.1625,3.259125,22.1625
2,6.6,0.579,11.4,0.1,0.333,0.2,0.016,1.3,5.7,31,0.7,1.6,-0.7,-0.8,5.4,16.2,109,0.6,6.7,0.575,11.6,4.8,0.875,5.5,0.473,0,52,6-8,NBA,577,11.1,0.1,2.7,8.6,125,1.6,19.7,2.8,18.2,Brandon Bass,0.9,1.2,2016-17,1.8,11.4,8,12.5,0.65,LAC,19.7,0.2,2.2,0.186,1.47727272727,0.806818181818,0.852272727273,0.420454545455,0.463522727273,0.578,0.0227272727273,7.14772727273,Brandon Bass/2016-17,1.02777777778,0.102272727273,2.53295454545,10.3977272727
112,4.7,0.471,10,0.9,0.236,4,0.286,2.1,9.3,26,0.9,2.1,-1.1,0.7,4.3,13.4,106,0.9,5.6,0.404,14,1.7,0.78,2.1,0.154,4,58,6-9,NBA,988,17,-1.8,1.9,5.6,97,-0.1,11.5,5.3,13.9,Darrell Arthur,1.7,2.4,2014-15,1.7,10.3,6.2,9.3,0.466,DEN,20,0.2,0.9,0.042,1.48,0.706666666667,2.46666666667,1.24,0.884266666667,0.438,0.12,12.92,Darrell Arthur/2014-15,1.75471698113,0.12,3.12093333333,19.2933333333
23,3.5,0.492,7.1,1.3,0.316,4.2,0.374,0.7,2.8,20,0.4,0.8,-5.8,-1.6,5.8,18.4,106,0.7,4.8,0.427,11.3,1.7,0.633,2.6,0.232,9,63,6-7,NBA,671,10.7,-4.3,1.3,4.1,93,-0.3,8.2,5.4,12.7,Kelly Oubre,1.2,1.6,2015-16,1.8,12.8,7.1,11.1,0.507,WAS,17.4,-0.7,0.4,0.031,1.48780487805,0.670731707317,0.719512195122,0.463414634146,0.591463414634,0.486,0.0365853658537,6.19512195122,Kelly Oubre/2015-16,1.15151515152,0.121951219512,3.25841463415,9.82926829268
70,3.4,0.479,7,0.7,0.262,2.5,0.265,7.5,33.9,32,0.3,0.6,-6,-2.9,3,9.2,114,0.1,4,0.422,9.5,1.1,0.931,1.2,0.126,0,53,6-3,NBA,869,16.4,-3.1,0.7,2.2,95,-0.2,10.4,3.1,9.8,Marcelo Huertas,1.1,1.5,2015-16,3.3,24.8,3.7,5.6,0.488,LAL,16.3,-0.9,-0.1,-0.006,1.48780487805,0.634146341463,0.536585365854,0.30487804878,0.771463414634,0.457,0.243902439024,18.6463414634,Marcelo Huertas/2015-16,1.04166666667,0.292682926829,2.81963414634,23.3170731707
275,2.1,0.559,3.8,2,0.379,5.4,0.587,3.2,12.5,31,0.4,0.9,-0.2,-0.1,5.1,15.9,113,0.7,4.1,0.454,9.1,1.1,0.662,1.7,0.188,7,64,6-7,NBA,1362,21.3,-0.1,0.8,2.4,110,1.1,10.6,4.1,11.5,Jared Dudley,1.1,1.5,2016-17,1.9,16.1,5.9,9,0.579,PHO,13.7,0.6,1.8,0.065,1.5,0.782051282051,2.55128205128,1.20512820513,1.19358974359,0.565,0.166666666667,32,Jared Dudley/2016-17,1.95833333333,0.448717948718,3.35282051282,38.5256410256
115,1.7,0.504,3.3,2.7,0.356,7.5,0.694,2.9,12.4,38,0.3,0.6,-2.8,-2.6,1.9,5.7,112,0.4,4.3,0.402,10.8,0.8,0.818,0.9,0.088,7,72,6-2,NBA,1258,17.5,-0.2,0.4,1.2,108,1.1,10.2,2.6,12.1,Jason Terry,1.3,1.8,2015-16,1.4,11.1,2.3,3.5,0.54,HOU,15,-0.3,1.5,0.057,1.50442477876,0.619469026549,0.53982300885,0.300884955752,0.886460176991,0.525,0.159292035398,14.7168141593,Jason Terry/2015-16,0.918918918919,0.203539823009,2.92079646018,19.5840707965
25,4,0.467,8.6,1.9,0.324,5.7,0.399,5.6,22.5,21,0.3,0.7,-1.3,-0.9,3.9,11.2,105,0.8,5.9,0.41,14.3,1,0.792,1.2,0.086,1,57,6-3,NBA,698,12.2,-0.4,0.5,1.5,104,0.6,12.9,4.1,14.6,Cameron Payne,1.9,2.6,2015-16,2.3,13.2,4.4,6.6,0.49,OKC,20.3,0.1,1.4,0.093,1.50526315789,0.621052631579,0.547368421053,0.326315789474,0.592947368421,0.475,0.0736842105263,13.1263157895,Cameron Payne/2015-16,1,0.221052631579,3.12,17.7052631579
103,3.6,0.401,9,1,0.39,2.5,0.214,2,8.6,33,0.4,0.8,-1.6,0.2,6.3,19.3,103,1.2,4.6,0.399,11.5,1.4,0.773,1.8,0.159,7,51,6-10,NBA,864,16.9,-1.8,3,9.6,103,0.5,11.9,3.8,11.5,Drew Gooden,0.9,1.2,2014-15,1.2,8.7,9.3,14.5,0.469,WAS,17,0.1,1.7,0.094,1.50602409639,0.518072289157,1.86746987952,1.03614457831,0.857108433735,0.44,0.0722891566265,16.6987951807,Drew Gooden/2014-15,1.6862745098,0.228915662651,2.99204819277,22.0843373494
219,2.6,0.419,6.3,0.9,0.333,2.8,0.305,6,24.6,28,0.2,0.4,-4.6,-2,2.4,7.4,111,0.7,3.5,0.393,9,1.5,0.686,2.2,0.243,13,66,5-11,NBA,1411,21.4,-2.7,0.7,2,100,0.2,9.7,2.2,9.5,Ty Lawson,1.4,1.9,2015-16,2.4,19.5,3.1,4.7,0.476,TOT,14.9,-0.9,0.9,0.031,1.51020408163,0.622448979592,0.714285714286,0.479591836735,1.07887755102,0.444,0.265306122449,24.2653061224,Ty Lawson/2015-16,1.09302325581,0.602040816327,3.20102040816,30.8265306122
